1433149556454,1433149557262,59149de8-4f3f-4411-adc7-56f6d6db452a,My task title ZF0XU,task,98d849c3-8ce4-4988-8c42-cb185c622394,OPEN,PRIVATE
1432944578495,1432944578581,59149de8-4f3f-4411-adc7-56f6d6db452a,My task title LNF2A,task,26e82ca6-506c-4c7f-8fba-357588fa2839,OPEN,PRIVATE
1432811309165,1432811309491,7e4ca5b5-c37d-4cc7-839d-baa532b715ff,My task title YX2A0,task,971b8f6d-7916-4a42-84a5-326178acbe99,OPEN,PRIVATE
1433595303796,1433595304116,7e4ca5b5-c37d-4cc7-839d-baa532b715ff,My task title 885EE,task,52e19120-9279-4ae4-af11-01b3746e36d4,OPEN,PRIVATE
1433111794514,1433111794744,9cb5fb5f-d26e-4d43-a6a7-e545e40fc839,My task title 2KOYA,task,08f470d0-f808-45a2-aa4b-2420b87f1292,OPEN,PRIVATE
1433007177676,1433007178365,9cb5fb5f-d26e-4d43-a6a7-e545e40fc839,My task title SHKD2,task,b3f94b64-e7ea-434e-9d65-fb885c57f65b,OPEN,PRIVATE
1433237151369,1433237151873,8bcba1e0-a077-4323-87a5-c9afeff6a1f8,My task title MJ3LQ,task,073c3a13-a668-4c03-b672-9451e861121d,OPEN,PRIVATE
1433673487120,1433673487130,8bcba1e0-a077-4323-87a5-c9afeff6a1f8,My task title ML31H,task,5f3d1a05-3ac5-4066-bd2d-8ba9d787daef,OPEN,PRIVATE
1433570822774,1433570823216,b7b8f97d-f848-448e-b1f0-8c27acad351a,My task title ZYVX1,task,c3e372c2-e70c-470b-8e08-c7d9661e3357,OPEN,PRIVATE
1433218961001,1433218961403,b7b8f97d-f848-448e-b1f0-8c27acad351a,My task title C1FLD,task,e7175414-1423-44eb-b30f-2a05ac14220f,OPEN,PRIVATE
1433648191006,1433648191988,bbe8d7f4-35a7-4036-896a-939b7431c214,My task title N1S99,task,d4a70a9b-316c-436d-ab48-bbdbd3e5031c,OPEN,PRIVATE
1433740240427,1433740240791,bbe8d7f4-35a7-4036-896a-939b7431c214,My task title 03ZS6,task,e5030cd0-4f81-4d37-b9a8-8c8c78a597d2,OPEN,PRIVATE
1433692598527,1433692599169,abcc328d-d92c-441f-8638-05cedcd05040,My task title C0ZOM,task,00b58452-c012-4f7e-a04e-c7bdb82d7e84,OPEN,PRIVATE
1433578000227,1433578000742,abcc328d-d92c-441f-8638-05cedcd05040,My task title 1JSTV,task,cf5077ed-ed3b-4ce3-88ec-1e4dc1061ae1,OPEN,PRIVATE
1433494564719,1433494565572,b67af8b8-5f7a-4d71-8be2-b5e5a94ad719,My task title 1KO90,task,1d7f6a9d-36cf-4e67-955e-b386835cec38,OPEN,PRIVATE
1433698059265,1433698059633,b67af8b8-5f7a-4d71-8be2-b5e5a94ad719,My task title JMTS1,task,7c57bb38-00b6-44a5-afc7-cc71c2ad35c1,OPEN,PRIVATE
1433500501021,1433500501986,f0d5f451-e6fb-4f82-8473-6dfd2e9b1f81,My task title R59ZW,task,67df2589-83be-4f90-9bb3-7a4de4f98794,OPEN,PRIVATE
1432885184303,1432885184585,f0d5f451-e6fb-4f82-8473-6dfd2e9b1f81,My task title 6GTXU,task,38f9d27b-b7a7-4d90-b100-cb475766d554,OPEN,PRIVATE
1433675469275,1433675469709,19ed5723-0dab-4911-acdf-f0b3cddfef88,My task title K4429,task,ebca4091-9d49-4994-ac9e-1b996b72fc67,OPEN,PRIVATE
1433073409529,1433073410125,19ed5723-0dab-4911-acdf-f0b3cddfef88,My task title OC3ZI,task,a050b959-6d60-4afb-a2ba-747054816e86,OPEN,PRIVATE
1432996519748,1432996520265,f80bafc5-be4f-42b7-ab40-bdf32248802c,My task title JXDCK,task,c1c88b9a-817e-4c5a-ae0f-f7e4b55c3954,OPEN,PRIVATE
1433350560838,1433350560851,f80bafc5-be4f-42b7-ab40-bdf32248802c,My task title BDEHI,task,69d0749e-8887-45d1-878f-ae041f0275d1,OPEN,PRIVATE
1433318888556,1433318888846,bbada008-cee1-424c-9ef5-72c73b79fdc1,My task title DXYXG,task,2493aa36-b0be-4bd5-bbba-1861b7a86f5a,OPEN,PRIVATE
1433482291388,1433482291868,bbada008-cee1-424c-9ef5-72c73b79fdc1,My task title N8AZI,task,e2498c7a-b32d-49b5-b468-883963088463,OPEN,PRIVATE
1432836824886,1432836825870,3dd7ac42-ecbb-4d67-85be-cd68be54ca86,My task title XNMPV,task,b43cc6ea-3776-42c6-9ede-0b32c76e0b5d,OPEN,PRIVATE
1433202301949,1433202302137,3dd7ac42-ecbb-4d67-85be-cd68be54ca86,My task title XR9SQ,task,604809f0-2d20-453e-9418-71619af47d80,OPEN,PRIVATE
1433434062251,1433434062663,5e07487b-97be-4735-9d7e-72bfeb8842e3,My task title 6A6AS,task,adebc178-cf3b-4137-b111-0cd5e7977353,OPEN,PRIVATE
1433010536855,1433010537676,5e07487b-97be-4735-9d7e-72bfeb8842e3,My task title 2CZYJ,task,cce0b200-82f5-4d7c-b028-2b8ff36a3c1d,OPEN,PRIVATE
1432885938828,1432885939588,f9c68d1b-16b6-4270-b09f-46be9b51d77f,My task title YXO09,task,ab0022eb-126d-4150-b6a7-d43ac8647428,OPEN,PRIVATE
